id,bookDate,name,phoneNo,age,gender,checkIn,checkOut,specialNeeds,race,price,accompanies,family,localResident,ADDRESS
221,2020-04-05,Last First Name M.,7399023412,55,NA,2020-04-08,2020-04-05,0,na,102.83505333631607,1,0,1,Not available
222,2020-04-02,Last First Name M.,5368778801,39,NA,2020-04-01,2020-04-07,0,na,96.33239416419846,3,1,0,Not available
223,2020-04-05,Last First Name M.,2216217456,10,Male,2020-04-07,2020-04-03,0,na,100.98671921930003,4,1,1,Not available
224,2020-04-10,Last First Name M.,2891968130,56,Male,2020-04-04,2020-04-03,0,na,96.81877943672369,1,1,0,Not available
225,2020-04-06,Last First Name M.,4677830818,42,NA,2020-04-01,2020-04-08,0,na,101.35311082076457,1,1,1,Not available
226,2020-04-07,Last First Name M.,7075861428,25,Male,2020-04-02,2020-04-04,0,na,99.10189248844466,1,0,1,Not available
227,2020-04-06,Last First Name M.,9292565570,34,Others,2020-04-01,2020-04-10,0,na,102.6289582188201,2,0,1,Not available
228,2020-04-09,Last First Name M.,6965506866,32,NA,2020-04-09,2020-04-04,0,na,101.82874140803241,3,0,1,Not available
229,2020-04-09,Last First Name M.,2871810175,77,Others,2020-04-06,2020-04-02,0,na,102.18511809724401,1,1,0,Not available
230,2020-04-05,Last First Name M.,4703391122,63,Female,2020-04-05,2020-04-07,0,na,96.96590545087824,3,1,1,Not available
231,2020-04-10,Last First Name M.,4674220593,60,Others,2020-04-09,2020-04-03,0,na,97.74400460311492,4,1,0,Not available
232,2020-04-08,Last First Name M.,4434487054,69,Male,2020-04-01,2020-04-05,0,na,99.75094675289823,2,0,1,Not available
233,2020-04-04,Last First Name M.,9178817716,45,Others,2020-04-10,2020-04-10,0,na,99.48191000170767,3,0,1,Not available
234,2020-04-06,Last First Name M.,3444335802,38,NA,2020-04-06,2020-04-07,1,na,98.79258110803943,1,0,0,Not available
235,2020-04-09,Last First Name M.,3605227909,67,Male,2020-04-05,2020-04-09,0,na,102.33859054582229,3,1,0,Not available
236,2020-04-10,Last First Name M.,3074499448,67,Others,2020-04-07,2020-04-04,0,na,102.87022698375013,1,0,1,Not available
237,2020-04-02,Last First Name M.,3130481806,24,Others,2020-04-01,2020-04-10,0,na,98.85188181758741,4,1,0,Not available
238,2020-04-06,Last First Name M.,7366381894,59,Male,2020-04-04,2020-04-03,0,na,100.71612337896288,2,1,1,Not available
239,2020-04-08,Last First Name M.,2605571960,39,Female,2020-04-07,2020-04-04,0,na,97.89425858858937,4,0,0,Not available
240,2020-04-07,Last First Name M.,5594837088,74,Male,2020-04-10,2020-04-07,0,na,101.61674320837544,1,0,1,Not available
241,2020-04-04,Last First Name M.,8641231300,37,NA,2020-04-05,2020-04-05,0,na,97.21070366782497,2,0,0,Not available
242,2020-04-03,Last First Name M.,6589197653,68,Others,2020-04-05,2020-04-05,0,na,101.15611645118923,1,1,0,Not available
243,2020-04-03,Last First Name M.,8376787116,77,Female,2020-04-04,2020-04-04,0,na,100.0960446654858,3,0,0,Not available
244,2020-04-03,Last First Name M.,7862170633,69,Female,2020-04-02,2020-04-03,0,na,101.94336890515515,4,0,1,Not available
245,2020-04-03,Last First Name M.,7607887204,63,NA,2020-04-07,2020-04-06,0,na,99.08691454426263,1,1,0,Not available
246,2020-04-05,Last First Name M.,6821213256,45,Others,2020-04-09,2020-04-05,0,na,100.02802740149885,2,0,0,Not available
247,2020-04-06,Last First Name M.,4462495934,53,NA,2020-04-08,2020-04-07,0,na,100.50411131051747,4,0,1,Not available
248,2020-04-07,Last First Name M.,8741943276,77,Male,2020-04-07,2020-04-02,1,na,101.99160702811162,1,0,0,Not available
249,2020-04-03,Last First Name M.,1440382046,26,Male,2020-04-06,2020-04-08,0,na,97.68672963206775,4,1,0,Not available
250,2020-04-06,Last First Name M.,8100525304,75,Female,2020-04-07,2020-04-08,0,na,101.83716588893455,4,0,1,Not available
251,2020-04-02,Last First Name M.,3319847093,27,Male,2020-04-05,2020-04-04,0,na,98.60794402545454,3,1,0,Not available
252,2020-04-07,Last First Name M.,5299617380,66,Male,2020-04-04,2020-04-02,0,na,99.39353980553918,4,0,1,Not available
253,2020-04-04,Last First Name M.,5841172469,74,Male,2020-04-01,2020-04-06,0,na,100.40200234333425,1,1,0,Not available
254,2020-04-02,Last First Name M.,2053619722,19,Female,2020-04-10,2020-04-06,0,na,97.38711741217219,1,0,0,Not available
255,2020-04-02,Last First Name M.,4408324490,53,Male,2020-04-09,2020-04-02,0,na,103.1530158891832,1,1,0,Not available
256,2020-04-10,Last First Name M.,7107007754,34,Others,2020-04-04,2020-04-02,0,na,97.71434800522329,1,1,0,Not available
257,2020-04-07,Last First Name M.,9100041574,73,NA,2020-04-01,2020-04-01,0,na,102.69096165372146,4,0,0,Not available
258,2020-04-10,Last First Name M.,1203255082,11,Male,2020-04-06,2020-04-05,0,na,96.85280852043546,4,0,1,Not available
259,2020-04-02,Last First Name M.,3597920097,48,Others,2020-04-08,2020-04-04,0,na,98.4482520815141,3,1,1,Not available
260,2020-04-10,Last First Name M.,5950421717,53,Others,2020-04-05,2020-04-07,0,na,97.50467497035864,3,0,0,Not available
261,2020-04-04,Last First Name M.,1645084171,28,Others,2020-04-01,2020-04-05,0,na,99.89938880750525,1,1,1,Not available
262,2020-04-01,Last First Name M.,6457850308,28,Female,2020-04-07,2020-04-05,0,na,97.98542471472582,1,1,0,Not available
263,2020-04-02,Last First Name M.,5020315788,68,NA,2020-04-06,2020-04-07,0,na,95.29355104644817,1,0,0,Not available
264,2020-04-10,Last First Name M.,4301013586,11,NA,2020-04-08,2020-04-06,0,na,99.98800881871857,3,0,0,Not available
265,2020-04-08,Last First Name M.,3766336754,68,Female,2020-04-07,2020-04-01,0,na,98.03401879412581,2,0,1,Not available
266,2020-04-01,Last First Name M.,6749425719,10,Female,2020-04-03,2020-04-09,0,na,99.24857400583802,3,1,0,Not available
267,2020-04-02,Last First Name M.,6590848379,68,NA,2020-04-05,2020-04-03,0,na,99.43221628744676,2,1,0,Not available
268,2020-04-01,Last First Name M.,6376048268,58,NA,2020-04-07,2020-04-04,0,na,97.63514241538708,3,0,0,Not available
269,2020-04-04,Last First Name M.,4024595247,31,NA,2020-04-09,2020-04-01,0,na,97.14714735710604,4,1,1,Not available
270,2020-04-08,Last First Name M.,2323471600,64,Male,2020-04-02,2020-04-05,0,na,102.77882504466595,4,0,0,Not available
271,2020-04-02,Last First Name M.,2943552775,67,Male,2020-04-06,2020-04-06,0,na,102.94451948689887,1,1,1,Not available
272,2020-04-02,Last First Name M.,9055745719,16,Male,2020-04-02,2020-04-05,0,na,100.606381289171,3,0,0,Not available
273,2020-04-08,Last First Name M.,8637163106,54,Others,2020-04-06,2020-04-04,0,na,98.40956842014604,2,0,1,Not available
274,2020-04-08,Last First Name M.,6672140256,38,Others,2020-04-06,2020-04-04,0,na,95.91337929858753,2,1,0,Not available
275,2020-04-03,Last First Name M.,2508018728,67,Female,2020-04-03,2020-04-10,0,na,97.712144160442,2,1,0,Not available
276,2020-04-04,Last First Name M.,9452789230,10,Male,2020-04-07,2020-04-10,0,na,102.07630583698315,3,1,1,Not available
277,2020-04-09,Last First Name M.,4958803688,48,Female,2020-04-01,2020-04-02,0,na,99.02346644307825,1,1,0,Not available
278,2020-04-02,Last First Name M.,6368485779,26,Male,2020-04-03,2020-04-03,0,na,100.55108425496216,3,1,0,Not available
279,2020-04-05,Last First Name M.,9264384453,52,Others,2020-04-07,2020-04-01,0,na,100.26885914002065,3,1,1,Not available
280,2020-04-02,Last First Name M.,9732969309,61,NA,2020-04-08,2020-04-01,0,na,99.51956326773771,3,1,1,Not available
281,2020-04-10,Last First Name M.,1274601104,67,Female,2020-04-06,2020-04-04,0,na,100.91478908237507,3,0,1,Not available
282,2020-04-09,Last First Name M.,5972492681,42,NA,2020-04-01,2020-04-07,1,na,97.69137097043892,1,0,0,Not available
283,2020-04-03,Last First Name M.,4557258769,49,NA,2020-04-08,2020-04-08,0,na,98.83545783136411,4,1,0,Not available
284,2020-04-10,Last First Name M.,6810795366,14,NA,2020-04-05,2020-04-01,0,na,99.27107456192502,4,1,1,Not available
285,2020-04-09,Last First Name M.,9654354356,45,Others,2020-04-03,2020-04-01,0,na,101.44769979523703,2,0,1,Not available
286,2020-04-07,Last First Name M.,2767529650,36,NA,2020-04-07,2020-04-05,0,na,99.85519077226189,1,0,1,Not available
287,2020-04-07,Last First Name M.,7492987520,30,Others,2020-04-09,2020-04-03,0,na,98.68714295364641,3,0,1,Not available
288,2020-04-03,Last First Name M.,7097777941,39,NA,2020-04-09,2020-04-10,0,na,99.87374580177263,2,0,0,Not available
289,2020-04-08,Last First Name M.,8743138873,41,Male,2020-04-09,2020-04-05,0,na,100.91989506035662,1,0,0,Not available
290,2020-04-05,Last First Name M.,9240536218,17,NA,2020-04-01,2020-04-09,0,na,101.35312821327372,1,1,0,Not available
291,2020-04-10,Last First Name M.,6479118024,16,Others,2020-04-02,2020-04-07,0,na,97.2710319110658,4,1,1,Not available
292,2020-04-01,Last First Name M.,5312261777,23,Male,2020-04-07,2020-04-05,0,na,101.12385922070978,4,0,0,Not available
293,2020-04-02,Last First Name M.,3494662119,50,Male,2020-04-05,2020-04-06,0,na,97.64227007731736,2,1,1,Not available
294,2020-04-06,Last First Name M.,4719531579,43,Male,2020-04-07,2020-04-06,0,na,97.50774969107584,1,0,1,Not available
295,2020-04-04,Last First Name M.,6078475878,75,Female,2020-04-06,2020-04-03,0,na,98.439922598424,1,1,0,Not available
296,2020-04-01,Last First Name M.,8897554086,65,Female,2020-04-08,2020-04-05,0,na,97.8795195062185,3,0,0,Not available
297,2020-04-10,Last First Name M.,8959321020,19,Male,2020-04-08,2020-04-03,0,na,100.55000089192684,3,0,1,Not available
298,2020-04-06,Last First Name M.,9735507954,69,Male,2020-04-07,2020-04-08,0,na,100.5438083171297,3,1,0,Not available
299,2020-04-02,Last First Name M.,4573335390,62,Others,2020-04-01,2020-04-03,0,na,96.96825206253291,3,0,1,Not available
300,2020-04-08,Last First Name M.,1487789582,48,Male,2020-04-09,2020-04-07,0,na,99.99062581937405,1,1,1,Not available
301,2020-04-02,Last First Name M.,6563766137,26,Others,2020-04-03,2020-04-08,0,na,103.53762839769917,2,0,1,Not available
302,2020-04-07,Last First Name M.,3911692073,19,NA,2020-04-10,2020-04-01,0,na,100.09668180932016,3,0,0,Not available
303,2020-04-04,Last First Name M.,3951532877,22,Female,2020-04-10,2020-04-05,0,na,98.47674436695426,2,1,1,Not available
304,2020-04-07,Last First Name M.,4206187945,25,NA,2020-04-01,2020-04-07,0,na,99.28097182976195,2,1,1,Not available
305,2020-04-05,Last First Name M.,3547601031,76,NA,2020-04-04,2020-04-04,0,na,99.05271146810104,3,1,1,Not available
306,2020-04-02,Last First Name M.,4817887957,57,Female,2020-04-03,2020-04-03,1,na,101.07129246539994,4,1,0,Not available
307,2020-04-08,Last First Name M.,2299608772,66,Others,2020-04-08,2020-04-06,0,na,97.37913133151933,1,1,1,Not available
308,2020-04-02,Last First Name M.,6994934586,64,NA,2020-04-10,2020-04-01,0,na,100.43409802104503,4,1,0,Not available
309,2020-04-05,Last First Name M.,6267974555,31,Male,2020-04-04,2020-04-05,0,na,97.93897266045599,2,0,1,Not available
310,2020-04-03,Last First Name M.,3455361232,19,NA,2020-04-03,2020-04-01,0,na,101.77105325531839,3,0,0,Not available
311,2020-04-02,Last First Name M.,8256519663,68,Female,2020-04-03,2020-04-10,0,na,100.17191718905528,3,0,0,Not available
312,2020-04-07,Last First Name M.,9228121984,63,Male,2020-04-04,2020-04-07,0,na,101.21243351881269,4,0,1,Not available
313,2020-04-03,Last First Name M.,8329012544,13,Female,2020-04-07,2020-04-01,0,na,103.94739067947754,2,0,1,Not available
314,2020-04-07,Last First Name M.,9254530372,27,Female,2020-04-06,2020-04-06,0,na,101.11768480533509,2,0,1,Not available
315,2020-04-08,Last First Name M.,8922331497,55,Others,2020-04-01,2020-04-01,0,na,102.78846519398829,2,1,1,Not available
316,2020-04-07,Last First Name M.,9016392061,34,Female,2020-04-04,2020-04-08,0,na,99.96265348095291,4,1,0,Not available
317,2020-04-07,Last First Name M.,7108582975,74,Male,2020-04-05,2020-04-09,0,na,100.17294258279534,3,0,0,Not available
318,2020-04-04,Last First Name M.,7053501812,41,Male,2020-04-04,2020-04-02,0,na,99.71513215946662,4,1,0,Not available
319,2020-04-06,Last First Name M.,2936914061,67,Male,2020-04-08,2020-04-07,0,na,101.91909828568512,4,0,0,Not available
320,2020-04-04,Last First Name M.,3195808033,24,Female,2020-04-04,2020-04-08,0,na,99.95515942694429,3,1,1,Not available
321,2020-04-10,Last First Name M.,9110610217,20,Others,2020-04-09,2020-04-07,0,na,103.28781034435681,1,0,1,Not available
322,2020-04-02,Last First Name M.,2545170888,52,NA,2020-04-01,2020-04-08,0,na,97.22293271484394,4,0,0,Not available
323,2020-04-04,Last First Name M.,8578153903,27,NA,2020-04-06,2020-04-01,0,na,97.6073911445965,4,1,1,Not available
324,2020-04-09,Last First Name M.,9608213840,28,NA,2020-04-05,2020-04-10,0,na,98.02515694606365,2,0,0,Not available
325,2020-04-01,Last First Name M.,6570258444,31,Female,2020-04-10,2020-04-08,0,na,99.63644018372366,4,1,1,Not available
326,2020-04-01,Last First Name M.,4730790254,16,Male,2020-04-05,2020-04-02,0,na,101.34677776277769,4,1,1,Not available
327,2020-04-07,Last First Name M.,1580753041,53,NA,2020-04-06,2020-04-01,0,na,101.5131711168194,4,1,0,Not available
328,2020-04-01,Last First Name M.,5422228621,76,Others,2020-04-07,2020-04-05,0,na,98.82947468935909,3,1,0,Not available
329,2020-04-05,Last First Name M.,1670841626,52,Others,2020-04-05,2020-04-01,0,na,104.36690699472189,1,0,1,Not available
330,2020-04-01,Last First Name M.,7562648643,51,Others,2020-04-09,2020-04-03,0,na,98.24507703362632,4,0,0,Not available
331,2020-04-10,Last First Name M.,3202752985,42,Others,2020-04-08,2020-04-03,0,na,102.1392787672054,2,1,0,Not available
332,2020-04-10,Last First Name M.,2095249293,18,Others,2020-04-10,2020-04-05,0,na,100.62754129697205,4,0,0,Not available
333,2020-04-01,Last First Name M.,8651995318,10,Female,2020-04-02,2020-04-07,0,na,98.8267843599985,2,0,0,Not available
334,2020-04-08,Last First Name M.,6845598169,68,Others,2020-04-07,2020-04-10,0,na,99.86219787335396,1,0,0,Not available
335,2020-04-03,Last First Name M.,8779570214,45,NA,2020-04-08,2020-04-01,1,na,99.12011029340968,3,0,1,Not available
336,2020-04-08,Last First Name M.,9252843573,14,Others,2020-04-08,2020-04-04,0,na,97.5166040974367,1,0,0,Not available
337,2020-04-07,Last First Name M.,7980254082,39,Male,2020-04-10,2020-04-08,0,na,104.3027170754246,4,0,1,Not available
338,2020-04-05,Last First Name M.,4102994702,50,Female,2020-04-05,2020-04-05,0,na,102.07600274885546,4,0,1,Not available
339,2020-04-08,Last First Name M.,2156272394,15,Male,2020-04-05,2020-04-04,1,na,100.86698592998579,4,1,0,Not available
340,2020-04-06,Last First Name M.,8841600200,68,Male,2020-04-01,2020-04-02,0,na,102.16875249495743,1,1,0,Not available
341,2020-04-05,Last First Name M.,5916097324,76,Others,2020-04-10,2020-04-08,0,na,96.103814784139,1,1,1,Not available
342,2020-04-02,Last First Name M.,3320768275,21,Others,2020-04-03,2020-04-09,0,na,101.06082217004716,3,1,0,Not available
343,2020-04-03,Last First Name M.,3462569208,71,Female,2020-04-03,2020-04-09,0,na,96.0633748257536,4,0,1,Not available
344,2020-04-03,Last First Name M.,7197756155,41,Male,2020-04-07,2020-04-01,0,na,101.58306698518983,2,0,0,Not available
345,2020-04-07,Last First Name M.,4872688836,11,Male,2020-04-08,2020-04-03,0,na,100.80208949828781,4,0,0,Not available
346,2020-04-06,Last First Name M.,4630190484,55,Female,2020-04-10,2020-04-06,1,na,100.00453437104444,2,0,1,Not available
347,2020-04-06,Last First Name M.,6320127567,29,Others,2020-04-05,2020-04-05,0,na,99.41434101833447,4,1,0,Not available
348,2020-04-06,Last First Name M.,6267917544,68,NA,2020-04-02,2020-04-05,0,na,100.32480514986557,3,1,0,Not available
349,2020-04-04,Last First Name M.,8165196761,27,Female,2020-04-05,2020-04-02,0,na,94.98288711049436,3,1,0,Not available
350,2020-04-10,Last First Name M.,3255582623,15,Others,2020-04-05,2020-04-03,0,na,100.41119043182874,1,1,1,Not available
351,2020-04-07,Last First Name M.,4561770787,44,Others,2020-04-08,2020-04-07,0,na,104.696993151054,1,0,1,Not available
352,2020-04-01,Last First Name M.,5658253175,58,NA,2020-04-02,2020-04-05,0,na,98.6508496768829,4,0,1,Not available
353,2020-04-06,Last First Name M.,8515130925,46,Male,2020-04-05,2020-04-04,0,na,102.58303679362706,2,1,1,Not available
354,2020-04-05,Last First Name M.,7227430804,15,NA,2020-04-09,2020-04-02,0,na,104.51408013690201,4,0,1,Not available
355,2020-04-07,Last First Name M.,5396338567,59,NA,2020-04-06,2020-04-10,0,na,99.931472987902,4,1,0,Not available
356,2020-04-01,Last First Name M.,5510316460,31,Female,2020-04-02,2020-04-05,0,na,101.33083031168955,4,0,1,Not available
357,2020-04-01,Last First Name M.,5882708698,11,Male,2020-04-07,2020-04-08,0,na,98.90826725714038,1,1,0,Not available
358,2020-04-10,Last First Name M.,7870957375,68,Male,2020-04-10,2020-04-06,0,na,101.0438000807158,2,1,0,Not available
359,2020-04-06,Last First Name M.,2618779504,43,Male,2020-04-02,2020-04-08,0,na,98.6402130626015,3,1,0,Not available
360,2020-04-03,Last First Name M.,1947264245,33,Female,2020-04-10,2020-04-07,0,na,99.25024609334112,1,1,0,Not available
361,2020-04-03,Last First Name M.,6555681348,15,Female,2020-04-10,2020-04-01,1,na,99.09879205151975,2,1,0,Not available
362,2020-04-01,Last First Name M.,4551793335,25,Female,2020-04-04,2020-04-03,0,na,102.10539135092023,2,1,1,Not available
363,2020-04-03,Last First Name M.,4978144679,38,NA,2020-04-02,2020-04-01,0,na,99.28887820718361,4,0,1,Not available
364,2020-04-09,Last First Name M.,7884129408,16,Male,2020-04-04,2020-04-03,0,na,100.81355558832625,4,0,1,Not available
365,2020-04-01,Last First Name M.,3819028741,26,Others,2020-04-03,2020-04-10,0,na,103.13620314561453,2,1,0,Not available
366,2020-04-06,Last First Name M.,3866331571,65,Others,2020-04-07,2020-04-03,0,na,97.21624734474663,3,1,1,Not available
367,2020-04-06,Last First Name M.,3980267271,63,Male,2020-04-05,2020-04-05,0,na,97.84280856082,2,1,1,Not available
368,2020-04-02,Last First Name M.,6455182260,56,Others,2020-04-05,2020-04-01,0,na,98.7953931299576,1,1,0,Not available
369,2020-04-09,Last First Name M.,8820519345,37,NA,2020-04-06,2020-04-07,0,na,100.35881935348735,2,0,0,Not available
370,2020-04-03,Last First Name M.,2315141716,66,Female,2020-04-02,2020-04-08,0,na,100.32738048471025,3,1,1,Not available
371,2020-04-09,Last First Name M.,5005518711,54,Male,2020-04-04,2020-04-04,0,na,97.91615251019547,3,1,0,Not available
372,2020-04-09,Last First Name M.,3036210853,28,NA,2020-04-04,2020-04-05,0,na,100.42471168343525,3,0,1,Not available
373,2020-04-06,Last First Name M.,3184321666,17,NA,2020-04-08,2020-04-08,0,na,100.03364655049371,2,0,1,Not available
374,2020-04-05,Last First Name M.,4022990525,20,Others,2020-04-06,2020-04-08,0,na,100.27568558994918,1,1,1,Not available
375,2020-04-01,Last First Name M.,6615227246,66,NA,2020-04-05,2020-04-04,0,na,96.71720293638282,2,0,1,Not available
376,2020-04-03,Last First Name M.,9244784293,66,Male,2020-04-10,2020-04-09,0,na,100.37961640498817,3,0,1,Not available
377,2020-04-05,Last First Name M.,4700948013,54,Female,2020-04-02,2020-04-10,0,na,104.46077031129306,2,0,0,Not available
378,2020-04-06,Last First Name M.,1331868458,17,Male,2020-04-09,2020-04-10,0,na,100.6882359737751,4,0,1,Not available
379,2020-04-03,Last First Name M.,2941455845,10,NA,2020-04-06,2020-04-04,0,na,99.99706918541514,3,0,1,Not available
380,2020-04-10,Last First Name M.,9135729934,34,Male,2020-04-03,2020-04-06,0,na,96.16320015758956,3,0,1,Not available
381,2020-04-06,Last First Name M.,6865163025,40,Male,2020-04-01,2020-04-04,0,na,97.7391340915719,2,0,1,Not available
382,2020-04-01,Last First Name M.,3753356484,53,Female,2020-04-04,2020-04-03,0,na,95.89648123858503,2,0,0,Not available
383,2020-04-08,Last First Name M.,7571872986,26,Others,2020-04-05,2020-04-04,1,na,97.8213362855792,1,0,0,Not available
384,2020-04-04,Last First Name M.,1995590475,34,Male,2020-04-03,2020-04-06,0,na,99.1811073759808,2,1,1,Not available
385,2020-04-07,Last First Name M.,7850682685,56,Male,2020-04-04,2020-04-09,0,na,96.4293350226232,2,0,1,Not available
386,2020-04-02,Last First Name M.,8882186255,43,Others,2020-04-10,2020-04-05,0,na,102.57831624344556,1,0,1,Not available
387,2020-04-04,Last First Name M.,7107351858,66,Female,2020-04-05,2020-04-03,0,na,101.08162634021211,1,0,0,Not available
388,2020-04-08,Last First Name M.,7288465122,26,NA,2020-04-04,2020-04-10,0,na,99.2594575430996,1,0,0,Not available
389,2020-04-04,Last First Name M.,9669130108,46,Male,2020-04-05,2020-04-06,0,na,99.93440880966752,2,0,1,Not available
390,2020-04-03,Last First Name M.,1692472208,42,Female,2020-04-02,2020-04-05,0,na,97.51676321148966,2,0,0,Not available
391,2020-04-02,Last First Name M.,1649083105,39,Others,2020-04-10,2020-04-09,0,na,99.09869800619055,3,1,0,Not available
392,2020-04-10,Last First Name M.,7349934032,50,NA,2020-04-06,2020-04-01,0,na,101.91118832482425,3,1,1,Not available
393,2020-04-04,Last First Name M.,7648687504,11,Female,2020-04-08,2020-04-04,0,na,99.31160231959565,2,0,0,Not available
394,2020-04-08,Last First Name M.,2404245827,28,Others,2020-04-03,2020-04-08,0,na,99.42585403082687,2,1,1,Not available
395,2020-04-01,Last First Name M.,9880775433,13,Female,2020-04-10,2020-04-05,0,na,101.84405035006775,4,1,1,Not available
396,2020-04-01,Last First Name M.,7692886153,10,NA,2020-04-01,2020-04-08,0,na,98.97960232503523,2,0,0,Not available
397,2020-04-07,Last First Name M.,6892368908,13,Male,2020-04-09,2020-04-05,0,na,99.24261973088434,1,0,1,Not available
398,2020-04-04,Last First Name M.,8728302109,10,Others,2020-04-10,2020-04-06,0,na,98.47262010712846,3,1,1,Not available
399,2020-04-05,Last First Name M.,8618807315,43,Female,2020-04-02,2020-04-08,0,na,103.7330339736239,4,1,0,Not available
400,2020-04-03,Last First Name M.,1549147300,36,Male,2020-04-08,2020-04-02,0,na,98.04295065346717,4,0,0,Not available
401,2020-04-05,Last First Name M.,2894557583,50,Male,2020-04-10,2020-04-07,0,na,98.05508931510185,4,1,0,Not available
402,2020-04-06,Last First Name M.,4076192556,24,Others,2020-04-10,2020-04-05,0,na,99.85132735867639,1,1,0,Not available
403,2020-04-01,Last First Name M.,4864881576,27,Female,2020-04-01,2020-04-01,0,na,98.65542595104661,2,1,0,Not available
404,2020-04-06,Last First Name M.,7055383770,55,Male,2020-04-10,2020-04-02,0,na,101.84011381471174,4,0,0,Not available
405,2020-04-05,Last First Name M.,4162632288,70,Others,2020-04-07,2020-04-03,0,na,97.9211635598758,1,0,1,Not available
406,2020-04-01,Last First Name M.,1704430206,42,Others,2020-04-07,2020-04-02,1,na,99.06812257339926,1,0,0,Not available
407,2020-04-01,Last First Name M.,2827928144,47,Female,2020-04-04,2020-04-01,0,na,100.7993333725516,4,0,0,Not available
408,2020-04-03,Last First Name M.,2589294258,68,Female,2020-04-05,2020-04-10,0,na,96.50566917830196,4,0,0,Not available
409,2020-04-06,Last First Name M.,1966983473,44,Female,2020-04-06,2020-04-04,1,na,99.20734891105839,1,0,0,Not available
410,2020-04-02,Last First Name M.,8695098120,37,NA,2020-04-02,2020-04-04,0,na,101.37961935186517,2,1,0,Not available
411,2020-04-03,Last First Name M.,2918204897,27,Others,2020-04-10,2020-04-04,0,na,98.70821376834226,4,1,1,Not available
412,2020-04-09,Last First Name M.,7913149162,61,Male,2020-04-02,2020-04-04,0,na,98.49354560980761,4,1,1,Not available
413,2020-04-07,Last First Name M.,2927652350,25,Male,2020-04-08,2020-04-07,0,na,100.9449517067666,1,0,1,Not available
414,2020-04-03,Last First Name M.,8399273417,60,Others,2020-04-02,2020-04-01,0,na,95.83345083611422,2,1,0,Not available
415,2020-04-04,Last First Name M.,9890821098,78,Male,2020-04-02,2020-04-06,0,na,98.34818083904098,3,1,0,Not available
416,2020-04-08,Last First Name M.,2574878349,68,Others,2020-04-06,2020-04-06,0,na,100.41154268709192,2,0,0,Not available
417,2020-04-04,Last First Name M.,2396617142,14,NA,2020-04-07,2020-04-04,0,na,99.82994462030884,3,0,0,Not available
418,2020-04-06,Last First Name M.,2039032790,46,Female,2020-04-07,2020-04-09,0,na,100.36201373183805,1,0,0,Not available
419,2020-04-02,Last First Name M.,4716521791,15,Others,2020-04-08,2020-04-04,0,na,100.23281228572436,1,1,0,Not available
420,2020-04-06,Last First Name M.,6193150132,48,Male,2020-04-01,2020-04-06,0,na,98.75679658131311,4,1,0,Not available
421,2020-04-05,Last First Name M.,1164686830,12,Others,2020-04-03,2020-04-02,1,na,99.86052518889075,2,0,1,Not available
422,2020-04-10,Last First Name M.,7219508468,11,Female,2020-04-01,2020-04-04,0,na,102.1120415237554,3,1,0,Not available
423,2020-04-05,Last First Name M.,8197542752,54,Male,2020-04-02,2020-04-05,0,na,101.18627866761072,4,0,0,Not available
424,2020-04-04,Last First Name M.,5742101506,33,Male,2020-04-10,2020-04-03,0,na,101.41685855922157,3,1,0,Not available
425,2020-04-04,Last First Name M.,7698678533,28,Female,2020-04-04,2020-04-08,1,na,100.74334881087309,1,1,1,Not available
426,2020-04-10,Last First Name M.,1891596237,28,Others,2020-04-07,2020-04-08,0,na,96.37999507994911,4,1,1,Not available
427,2020-04-04,Last First Name M.,2422205657,32,Female,2020-04-02,2020-04-09,0,na,99.6981189931161,4,0,1,Not available
428,2020-04-05,Last First Name M.,5089242170,33,Female,2020-04-08,2020-04-09,0,na,97.20665595627254,2,1,1,Not available
429,2020-04-04,Last First Name M.,1485041050,35,Others,2020-04-08,2020-04-08,0,na,97.51124089689594,1,0,1,Not available
430,2020-04-09,Last First Name M.,3671416353,45,Female,2020-04-10,2020-04-09,0,na,100.41456561834038,3,0,1,Not available
431,2020-04-10,Last First Name M.,1208974020,31,NA,2020-04-10,2020-04-08,0,na,101.15224828406706,1,0,0,Not available
432,2020-04-07,Last First Name M.,3825541121,50,Others,2020-04-08,2020-04-01,0,na,102.55775072763633,3,1,0,Not available
433,2020-04-08,Last First Name M.,3676752780,66,Others,2020-04-09,2020-04-07,0,na,100.814401406508,4,0,1,Not available
434,2020-04-09,Last First Name M.,9509783564,52,Others,2020-04-01,2020-04-09,0,na,100.91958642053336,3,0,1,Not available
435,2020-04-09,Last First Name M.,2517115191,50,Female,2020-04-10,2020-04-02,0,na,103.86706977361926,2,1,0,Not available
436,2020-04-09,Last First Name M.,5021894047,74,Female,2020-04-04,2020-04-02,0,na,101.11536937897053,2,0,0,Not available
437,2020-04-09,Last First Name M.,3635340897,76,NA,2020-04-08,2020-04-09,0,na,97.57814515761336,2,0,1,Not available
438,2020-04-09,Last First Name M.,6541684221,28,NA,2020-04-02,2020-04-08,0,na,99.53168474019807,4,0,1,Not available
439,2020-04-08,Last First Name M.,3333378233,63,Male,2020-04-03,2020-04-01,0,na,100.92048225631241,1,0,0,Not available
440,2020-04-01,Last First Name M.,4052743909,78,Female,2020-04-04,2020-04-06,0,na,100.3163633007071,1,1,1,Not available
441,2020-04-05,Last First Name M.,2735463039,45,Others,2020-04-07,2020-04-01,0,na,100.69477710159458,1,1,1,Not available
